"CycID" "filter_type" "ar_method" "period_number" "period" "amplitude" "phase" "mean" "R_square" "R2_adjust" "coef_var" "pvalue" "fdr_BH"
"2" "sin_1" "0" "default" "1" "24" "11.1802795337635" "22.6674361837664" "3.56998798810521" "0.934205938254423" "0.901308907381635" "2.43515813944364" "0.00432885856098075" "0.0416965360514784"
"3" "sin_2" "0" "default" "1" "24" "13.0005170143" "20.6931953817725" "3.08547379758333" "0.78570738429292" "0.67856107643938" "3.83697739686799" "0.0459213251465822" "0.153676476000123"
"4" "sin_3" "0" "default" "1" "24" "151.22402105814" "21.9100481818703" "4.81350385699039" "0.872315473705494" "0.808473210558242" "26.4177478495257" "0.0163033382550523" "0.0844334843717396"
"5" "sin_4" "0" "default" "1" "24" "15.0345020814897" "9.00831825016404" "0.239902791220415" "0.808718177842722" "0.713077266764083" "60.1145640407997" "0.0365887354878086" "0.134517409881649"
"6" "sin_5" "0" "default" "1" "24" "15.6594452886082" "6.71417947276494" "-0.919009665735301" "0.675468540794472" "0.513202811191708" "-16.41836824903" "0.105320668014069" "0.237519247618946"
"7" "sin_6" "0" "default" "1" "24" "182.47840278756" "18.1779488431256" "-2.68396593982721" "0.659226266558693" "0.48883939983804" "-63.3156279526063" "0.116126737403527" "0.24516962863989"
"8" "sin_7" "0" "default" "1" "24" "36.4353189955722" "23.8342016136198" "4.7878378895325" "0.959390013879971" "0.939085020819957" "6.04476936535033" "0.00164917097266892" "0.02740314305039"
"9" "sin_8" "0" "default" "1" "24" "5.09096989484091" "12.4432910461526" "-1.58645669630808" "0.977554712523331" "0.966332068784997" "-2.40710087622291" "0.000503790929910375" "0.0186254271756721"
"10" "sin_9" "0" "default" "1" "24" "8.93125905521291" "7.59389154743829" "-1.05160642506556" "0.691396755360214" "0.537095133040321" "-7.87285089377333" "0.0952359626022036" "0.227342792670191"
"11" "sin_10" "0" "default" "1" "24" "8.81853875880383" "2.70156730604702" "-0.367836277527502" "0.841356745006884" "0.762035117510327" "-21.5639952665267" "0.0251676823548107" "0.108109511092048"
"12" "sin_11" "0" "default" "1" "24" "89.812124313402" "14.8716015819505" "-9.51710616157834" "0.800845001510144" "0.701267502265216" "-7.91127605298191" "0.0396627134234946" "0.14064791994147"
"13" "sin_12" "0" "default" "1" "24" "21.0058950203257" "9.38449827751083" "-1.2344485348385" "0.798743978371516" "0.698115967557273" "-15.9104204084737" "0.040503986241725" "0.142164597529986"
"14" "sin_13" "0" "default" "1" "24" "24.9746866615259" "14.9939216914446" "-0.0446663211045539" "0.779909302115114" "0.669863953172671" "-506.081774690494" "0.0484399152954562" "0.158665185005177"
"15" "sin_14" "0" "default" "1" "24" "12.5935052590873" "17.1852340077881" "0.345835783038351" "0.57169919060953" "0.357548785914295" "39.4471083252803" "0.183441583324532" "0.321827339165845"
"16" "sin_15" "0" "default" "1" "24" "6.10232528570872" "5.33140772385111" "1.02000519543462" "0.581349594086388" "0.372024391129582" "6.01980873783162" "0.175268162371632" "0.31222908057594"
"17" "sin_16" "0" "default" "1" "24" "263.12270533656" "0.202420619766958" "-12.1834958982746" "0.981928585563303" "0.972892878344955" "-16.2985912042681" "0.000326576019742841" "0.0171767254766731"
"18" "sin_17" "0" "default" "1" "24" "21.2496770321958" "7.29589196068512" "-2.76079870004007" "0.685516272990598" "0.528274409485897" "-7.5491408516508" "0.0989000145537242" "0.23078068733368"
"19" "sin_18" "0" "default" "1" "24" "2.410862905646" "6.01019230276114" "0.0791930940855534" "0.670404773510884" "0.505607160266325" "28.7869562004183" "0.108633013324412" "0.239779398098592"
"20" "sin_19" "0" "default" "1" "24" "48.2062547750053" "13.2834559559703" "-0.229338061158289" "0.890737212110526" "0.836105818165789" "-173.876281250242" "0.0119383568173801" "0.0707172455526015"
"21" "sin_20" "0" "default" "1" "24" "7.58281315776354" "7.00634309616164" "-0.852555495940206" "0.692245398860287" "0.53836809829043" "-9.18005580550044" "0.094712894522664" "0.226733806256649"
"22" "sin_21" "0" "default" "1" "24" "5.72309139084459" "5.95114310690846" "-0.107410077849433" "0.656228834229909" "0.484343251344864" "-48.0806489421273" "0.118178614414927" "0.246859999727345"
"23" "sin_22" "0" "default" "1" "24" "14.3762293557195" "1.22444143110639" "-0.023696354483458" "0.944264200607318" "0.916396300910976" "-478.903914022201" "0.00310647933394126" "0.0353739882746934"
"24" "sin_23" "0" "default" "1" "24" "4.74686890118573" "6.17924231932994" "-0.414053390361901" "0.642213417061335" "0.463320125592003" "-10.6505690187523" "0.128011238930926" "0.256547160485903"
"25" "sin_24" "0" "default" "1" "24" "9.27708581717382" "0.675559832511815" "1.68615588889188" "0.953687743477741" "0.930531615216611" "4.2128957186483" "0.00214482510418357" "0.0307056362681796"
"26" "sin_25" "0" "default" "1" "24" "5.49281759891007" "16.1992382045818" "-1.486237328855" "0.67342819139124" "0.51014228708686" "-4.3450132774147" "0.106649146177997" "0.238512437857857"
"27" "sin_26" "0" "default" "1" "24" "2.56923964515857" "6.96567647391775" "-0.0939471603402977" "0.608838025796529" "0.413257038694793" "-28.340520496728" "0.153007690062757" "0.285123596593313"
"28" "sin_27" "0" "default" "1" "24" "54.0488449572963" "0.451854740437111" "10.162574411761" "0.989362814564309" "0.984044221846463" "4.01843450782065" "0.000113149713993232" "0.0151786201698239"
"29" "sin_28" "0" "default" "1" "24" "19.3708014706316" "13.7730552401465" "-1.60246763887939" "0.885174030451749" "0.827761045677624" "-10.386332162757" "0.0131850032826959" "0.0749535070334134"
"30" "sin_29" "0" "default" "1" "24" "6.59206859381728" "23.0849923995329" "0.222354547539947" "0.894432652337654" "0.841648978506482" "25.5598805681116" "0.0111444648924626" "0.0679917436589508"
"31" "sin_30" "0" "default" "1" "24" "63.2880651984033" "3.74000066485068" "3.31665263711431" "0.621474614077376" "0.432211921116064" "20.2508886614558" "0.143281467787871" "0.272728178865995"
