pVal	phase	peak.shape	period
Aebp1	0.0241557393095539	20	20	24
AF366264	0.0304083430759586	8	8	24
Afap1	0.000422406343719819	4	8	24
Afap1l1	6.48943560548298e-05	16	16	24
Afap1l2	0.0192353309951033	8	8	24
Aff1	0.00252114874545451	16	4	24
Aff2	0.0878887635758228	20	4	24
Aff3	0.0960375472305529	16	16	24
Aff4	0.000327103933774818	16	12	24
Afg1l	0.0192353309951033	20	16	24
Afg3l1	0.000790713302947881	8	12	24
Afg3l2	0.000399292472034108	16	4	24
Afm	0.113063729264856	8	12	24
Afmid	2.10101831613548e-05	20	8	24
Afp	0.0122708522393892	12	12	24
Aftph	0.000422406343719819	12	8	24
Aga	0.0462298581812637	12	8	24
Agap1	0.000422406343719819	16	16	24
Agbl3	0.0340242184188789	8	12	24
Agbl5	0.000174350632847049	12	16	24
Ager	0.00356632382271221	20	12	24
Agfg1	0.000399292472034108	16	4	24
Agfg2	0.00356632382271221	12	12	24
Aggf1	0.0108056013208113	24	20	24
Agmo	0.000327103933774818	16	12	24
Ago2	6.48943560548298e-05	16	16	24
Ago4	0.000422406343719819	12	8	24
Agpat1	0.000174350632847049	16	16	24
Agpat4	0.0677673291651841	16	8	24
Agpat5	0.0340242184188789	24	12	24
Agps	0.18376510903103	8	4	24
Agr2	0.0340242184188789	20	12	24
Agr3	0.0192353309951033	8	8	24
Agrn	0.0067466409122486	4	16	24
Agrp	0.146564418134475	4	4	24
Agt	0.0241557393095539	12	4	24
Agtr1a	0.000327103933774818	8	12	24
Agtr1b	0.0462298581812637	12	8	24
Agxt	0.000121868488945287	8	12	24
Ahctf1	0.000121868488945287	24	12	24
Ahcyl1	0.0163963196072215	24	4	24
Ahcyl2	0.0163963196072215	20	20	24
Ahdc1	0.00252114874545451	24	20	24
Ahi1	0.0163963196072215	4	4	24
Ahnak	0.0304083430759586	24	16	24
Ahr	0.000174350632847049	12	16	24
Ahrr	0.0304083430759586	24	16	24
Ahsa1	0.000935461461563225	20	16	24
Ahsa2	0.0304083430759586	20	16	24
Ahsg	0.000935461461563225	12	8	24
AI413582	0.0346194265281409	4	4	24
AI467606	0.0116586184110202	24	8	24
AI504432	0.0304083430759586	4	8	24
AI597479	0.0677673291651841	16	16	24
AI661453	0.0340242184188789	4	12	24
AI837181	0.00192446500279571	12	16	24
AI854703	0.0192353309951033	20	16	24
AI987944	0.00252114874545451	8	20	24
Aicda	0.00689607619958387	20	20	24
Aif1	0.00356632382271221	8	12	24
Aif1l	0.0462298581812637	4	8	24
Aifm1	0.00681381676834041	8	12	24
Aifm2	6.48943560548298e-05	16	16	24
Aifm3	0.0116586184110202	16	8	24
Aig1	0.0108056013208113	24	20	24
Aim2	0.000121868488945287	8	12	24
Aimp1	0.00681381676834041	8	12	24
Aimp2	0.0462298581812637	16	16	24
Aip	0.0192353309951033	8	16	24
Aipl1	0.0067466409122486	20	16	24
Aire	0.0788155019263494	4	12	24
Airn	5.76085667327471e-06	12	8	24
Ajm1	0.00143352372834668	20	20	24
Ajuba	0.00143352372834668	20	20	24
Ak1	0.227651095409953	4	8	24
Ak2	0.00174402398931885	16	12	24
