pVal	phase	peak.shape	period
Ackr3	0.910773931485878	20	18	24
Ackr4	0.705985147032858	22	14	24
Acly	1.68476589825855e-05	22	14	24
Aco1	0.000565190429656199	22	10	24
Aco2	0.000138559560121101	16	10	24
Acot11	5.63745706703213e-06	16	10	24
Acot12	9.16580016101257e-05	10	16	24
Acot13	0.181323007670271	16	20	24
Acot2	0.193776366756472	22	18	24
Acot3	0.162735456941189	20	8	24
Acot4	0.0021980866505363	20	8	24
Acot5	0.912592311127469	18	12	24
Acot6	0.971054924291924	22	4	24
Acot7	7.46967479115449e-06	18	12	24
Acot8	0.873009259304321	24	4	24
Acox1	0.818702912511167	16	10	24
Acox2	0.00263049742363343	6	6	24
Acox3	0.314862872911263	14	12	24
Acp1	0.0265845852914945	10	12	24
Acp2	0.130483356396958	6	8	24
Acp5	0.0831120080501645	18	20	24
Acp6	2.04575511352241e-05	6	14	24
Acp7	0.797202012118088	22	8	24
Acpp	0.034997241281182	10	4	24
Acr	0.784815834578257	2	14	24
Acrbp	0.0143832790792309	22	14	24
Acrv1	0.941359724102663	20	18	24
Acsbg1	0.0788902978964189	6	18	24
Acsf2	0.174152980256964	10	20	24
Acsl1	0.00653983226070306	24	12	24
Acsl4	4.82278331619117e-06	16	16	24
Acsl5	5.63084892218333e-05	4	8	24
Acsl6	0.812337185126689	8	20	24
Acsm1	0.107236054316439	24	8	24
Acsm2	0.84733072739169	6	14	24
Acsm5	1.77016393329639e-07	10	16	24
Acss1	0.971160400076919	12	12	24
Acta1	0.860319201002718	2	10	24
Actb	0.477884326573927	4	12	24
Actg2	0.956295673630153	20	18	24
Actl11	0.949386870773421	18	6	24
Actl6a	0.851336203350608	14	16	24
Actl6b	0.893485701563952	24	16	24
Actl7a	0.27862046910296	2	18	24
Actl7b	0.904329271521542	2	14	24
Actl9	0.918843011260436	12	12	24
Actn1	1.46833122564523e-06	12	8	24
Actn2	0.953071605886168	12	10	24
Actn3	0.951020131381891	20	10	24
Actn4	0.000645383945072954	4	8	24
Actr1a	0.0255106114243723	4	20	24
Actr1b	0.0532793396423117	16	10	24
Actr2	0.71892257579269	2	6	24
Actr6	0.0113477438050443	16	16	24
Actrt1	0.233330851148006	12	8	24
Actrt2	0.0179591601139905	18	16	24
Actrt3	0.85027670096901	18	12	24
Acvr1	0.563917815498006	10	8	24
Acvr1b	0.00860345476005033	10	12	24
Acvr2a	0.642534951842731	16	10	24
Acvr2b	0.00101763270858162	12	12	24
Acvrl1	0.923167898632782	4	18	24
Acy1	0.000180545551938359	18	8	24
Acy3	0.000388346733510807	8	18	24
Acyp1	0.543150312031698	24	14	24
Acyp2	0.02635311538466	14	12	24
Ada	0.472927860227518	16	18	24
Adad1	0.475669462284198	12	16	24
Adal	0.306156538980136	16	20	24
Adam10	0.350816421495619	20	12	24
Adam15	0.870272859993431	2	18	24
Adam1a	0.0457876426411878	2	4	24
Adam1b	0.76010688005427	20	12	24
Adam2	0.844021999784516	2	12	24
Adam21	0.066590154080187	2	14	24
Adam22	0.95972900352913	12	10	24
Adam23	0.000136760085314333	20	14	24
Adam24	0.229111545010551	12	10	24
Adam26a	0.734376797265584	12	12	24
Adam28	0.200431840067016	2	14	24
Adam3	0.899268135433354	16	16	24
Adam32	0.717911541146045	2	12	24
Adam33	0.829243357096427	12	12	24
Adam6a	0.869859407941185	18	12	24
Adam6b	0.259453655136702	6	14	24
Adam7	0.812808140586978	16	20	24
Adam8	0.872900860697414	12	12	24
Adam9	0.937301623080189	24	8	24
Adamdec1	0.533841958281394	6	20	24
Adamts1	0.000963138237620648	20	16	24
Adamts10	0.826830301121201	18	4	24
Adamts12	0.46651591464466	6	10	24
Adamts16	0.905469393930087	2	14	24
Adamts18	0.889597132416685	2	14	24
Adamts19	0.935623761795043	18	12	24
Adamts20	0.830190749634968	12	12	24
Adamts4	0.860445366639084	2	14	24
Adamts5	0.754262336189709	4	18	24
Adamts7	0.000150839808970221	8	16	24
Adamts8	0.844998561996364	12	12	24
Adamtsl1	0.141072130706533	22	12	24
Adamtsl2	0.76964175497364	18	8	24
Adamtsl4	0.668196000890133	18	12	24
Adamtsl5	0.933907160020918	12	12	24
Adap1	0.761112958225981	2	14	24
Adap2	0.00608023049755538	20	10	24
Adar	8.27982237064285e-05	8	10	24
Adarb1	1.44442571735941e-07	14	16	24
Adarb2	0.0720855123582727	22	6	24
Adat1	0.862069240016492	12	18	24
Adat2	0.0380449326053132	2	12	24
Adck1	0.00391253373462158	8	8	24
Adck2	0.684126004421014	8	6	24
Adck5	1.71767730592667e-09	24	16	24
Adcy10	0.0107063592829841	10	14	24
Adcy3	0.231687871752822	12	4	24
Adcy4	0.92951955010856	20	14	24
Adcy5	0.668196000890133	2	12	24
Adcy6	0.000722353678215486	10	18	24
Adcy7	0.909527520060078	12	12	24
Adcy8	0.94326313388744	18	18	24
Adcy9	5.76974622691283e-06	10	8	24
Adcyap1	0.900718724990629	18	10	24
Adcyap1r1	0.538326037328535	8	16	24
Add2	0.970658523424436	18	12	24
Add3	0.927714247072294	6	12	24
Adgb	0.736832621260051	4	14	24
Adgra1	0.905385816487422	2	14	24
Adgra2	0.163107650217477	18	12	24
Adgrb1	0.849964234031971	12	12	24
Adgrb2	0.88091592955533	18	12	24
Adgre1	0.35115193062537	2	8	24
Adgre4	0.0916826266238357	24	14	24
Adgrf1	1.14528484447535e-06	6	12	24
Adgrf4	0.050240797586266	12	12	24
Adgrg1	0.894623770815482	4	10	24
Adgrg2	0.00180726724507202	14	12	24
Adgrg3	2.75994079021428e-05	6	12	24
Adgrg6	0.0916583533796973	6	6	24
Adgrl1	0.939433261454748	8	20	24
Adgrl2	0.242480051529628	6	10	24
Adgrl3	0.911010751038225	14	14	24
Adgrl4	0.0219165472381087	20	16	24
Adgrv1	0.141675210824825	12	12	24
Adh1	0.17540821074781	24	10	24
Adh4	6.23102441380643e-10	6	10	24
Adh5	0.264629802685561	24	4	24
Adh7	0.802711044153157	22	4	24
Adhfe1	0.587248662810093	16	16	24
Adi1	0.000616659010979054	14	8	24
Adig	0.0300846621615228	18	10	24
Adipoq	0.0104544449469139	8	6	24
Adipor1	0.018247167647582	14	12	24
Adipor2	0.0028117657599744	24	12	24
Adm	0.261878455651998	24	10	24
Adm2	0.768107995422376	20	12	24
Adnp2	0.142345479705772	6	6	24
Ado	0.0390151701933641	16	20	24
