pVal	phase	peak.shape	period
Agpat1	0.000126993721892647	21	14	24
Agpat4	0.927021347968863	24	11	24
Agpat5	0.0107319455555983	23	19	24
Agps	0.235066533011699	23	2	24
Agr2	0.611622177957339	15	13	24
Agr3	0.104293653965483	9	9	24
Agrn	0.034245129915365	10	13	24
Agrp	0.910615263519143	3	17	24
Agt	0.509985552870322	13	8	24
Agtr1a	5.96820619871358e-11	13	8	24
Agtr1b	0.290878858253589	24	9	24
Agxt	1.47538073934958e-20	12	12	24
Ahctf1	5.42405374943961e-09	3	12	24
Ahcyl1	0.000683567785628795	1	22	24
Ahcyl2	9.66598801894253e-07	24	17	24
Ahdc1	0.165682899342723	24	10	24
Ahi1	0.00359429184006795	22	22	24
Ahnak	8.12707245789847e-08	3	13	24
Ahr	0.0332046601922486	18	3	24
Ahrr	0.882937809150568	24	5	24
Ahsa1	1.98132919233945e-09	23	16	24
Ahsa2	3.25884372191032e-11	1	14	24
Ahsg	0.0050606001499719	16	5	24
AI413582	0.137962963188414	13	6	24
AI467606	0.0570454103764684	7	22	24
AI504432	0.311550321458542	21	10	24
AI597479	0.470426755912523	10	13	24
AI661453	0.00135475083395581	1	20	24
AI837181	0.0462880613886262	10	12	24
AI854703	0.0119670041919252	23	15	24
AI987944	0.0188488454300188	20	10	24
Aicda	0.07147615495753	21	21	24
Aif1	0.789431274611034	22	8	24
Aif1l	0.00908285670406734	24	10	24
Aifm1	0.00378534975460438	18	2	24
Aifm2	0.000113496892938959	16	20	24
Aifm3	6.40938857279638e-05	15	12	24
Aig1	0.00724105959148211	13	7	24
Aim2	0.398365863846896	20	7	24
Aimp1	0.000101960024792509	20	10	24
Aimp2	0.00708380147271491	21	18	24
Aip	0.0464001501008635	2	14	24
Aipl1	0.085239007373765	8	2	24
Aire	0.247421149698673	7	2	24
Airn	0.644548135762621	16	9	24
Ajm1	0.0252186144901935	24	9	24
Ajuba	0.010308115583997	9	6	24
Ak1	0.290915997403961	23	10	24
Ak2	7.49232299900361e-16	17	15	24
