pVal	phase	peak.shape	period
4931406B18Rik	0.903982949701739	8	12	24
4931406C07Rik	0.00262389509891548	4	8	24
4931406H21Rik	0.676701378597607	24	18	24
4931414P19Rik	0.000233970570185295	2	10	24
4931417E11Rik	0.0655111860108573	24	12	24
4931428F04Rik	0.0720342152787929	24	14	24
4931428L18Rik	0.00202433957124914	24	10	24
4931429L15Rik	0.263888823698457	24	10	24
4931431C16Rik	0.320794777302874	24	14	24
4932414N04Rik	0.472927860227518	24	8	24
4932435O22Rik	0.796473877623211	24	12	24
4932438A13Rik	0.00587098577949479	4	12	24
4932438H23Rik	0.210196677404457	24	4	24
4933400A11Rik	0.481901213882048	24	14	24
4933402J07Rik	0.947180244202623	20	6	24
4933404G15Rik	0.702154189557296	22	18	24
4933411K16Rik	0.919540605148924	14	16	24
4933414I15Rik	0.0283093168221491	24	10	24
4933415F23Rik	0.00613320575460083	18	10	24
4933425L06Rik	0.74019320960052	10	12	24
4933427D06Rik	0.856085474938786	8	4	24
4933427D14Rik	0.28848605586923	14	6	24
4933427E11Rik	0.55724093820592	8	10	24
4933430I17Rik	0.0668036060384599	24	18	24
4933431E20Rik	0.0151823501391882	22	14	24
4933434E20Rik	0.227223709824798	20	4	24
4933436I01Rik	0.95567050260206	16	20	24
4933440M02Rik	0.644615321853182	22	18	24
5330439B14Rik	0.43265958631473	8	4	24
5430419D17Rik	0.00629046744061624	24	10	24
5730455P16Rik	0.933528841694094	4	12	24
6030458C11Rik	0.343855991165483	18	6	24
6030498E09Rik	0.335994642722166	22	16	24
6330403K07Rik	0.856254013015724	24	14	24
6330549D23Rik	0.843187292354586	22	16	24
6430548M08Rik	0.0949373450276752	24	12	24
6820408C15Rik	0.629680216404626	2	18	24
8030451A03Rik	0.680331125480539	22	4	24
8030462N17Rik	0.00043450965353812	20	4	24
9030612E09Rik	0.925644229705286	24	14	24
9130008F23Rik	0.896609817302549	22	4	24
9130401M01Rik	0.00194452804849521	20	12	24
9330133O14Rik	0.00683769351670665	24	10	24
9330175E14Rik	0.0329288780565349	20	16	24
9330182L06Rik	0.838773602076701	20	20	24
9530002B09Rik	0.018041417041893	24	16	24
9530003J23Rik	0.515692257482546	4	8	24
9530068E07Rik	0.00190653656978435	14	6	24
9530077C05Rik	0.347130810128963	20	18	24
9630013D21Rik	0.0239231882467533	22	6	24
9930012K11Rik	0.133891807401859	6	6	24
9930021J03Rik	0.0885922010073019	4	6	24
9930104L06Rik	0.2643102142933	8	8	24
a	0.43654879405617	20	18	24
A130010J15Rik	0.0136997598552514	20	12	24
A1cf	0.0019817673517282	2	14	24
A230050P20Rik	4.58290008050628e-05	10	10	24
A2m	0.908752250636191	24	12	24
A2ml1	0.000530924250888005	14	16	24
A330008L17Rik	0.923024876214999	20	6	24
A430005L14Rik	0.00165124770316176	20	12	24
A430033K04Rik	0.0585624786325778	14	14	24
A430093F15Rik	0.962259529335454	24	10	24
A4galt	0.931804806559936	2	8	24
A530016L24Rik	0.227888856619268	2	8	24
A530021J07Rik	0.930939637116701	10	14	24
A530053G22Rik	0.60369417352688	16	20	24
A630001G21Rik	0.739249017315839	16	18	24
A630023P12Rik	0.917110904941594	22	12	24
A630038E17Rik	0.707563530059239	24	4	24
A630052C17Rik	0.435494544083814	20	12	24
A730020M07Rik	0.00311167738308209	24	14	24
A730089K16Rik	0.955956531269982	24	18	24
A830005F24Rik	0.95382200631705	16	12	24
A930012O16Rik	0.942422139029605	24	10	24
A930018P22Rik	0.486248620733157	22	6	24
A930024E05Rik	0.028856716767175	20	14	24
AA986860	0.0171912355208702	18	18	24
Aaas	0.00351550423681475	6	18	24
Aacs	0.00261078447362793	22	10	24
Aadac	0.336327961112972	22	20	24
Aadat	0.148830524502846	20	12	24
Aagab	0.00125809022204095	14	6	24
Aamdc	0.0178758334250374	20	12	24
Aamp	0.0170190728405939	18	4	24
Aanat	0.0930425504289195	6	4	24
Aar2	0.927218434999927	18	10	24
Aard	0.608372975815385	20	20	24
Aars2	0.0141892402944105	24	12	24
Aarsd1	0.0391635795289418	2	20	24
Aasdh	0.00304262588933781	10	14	24
Aasdhppt	0.140565921039259	8	8	24
Aass	0.0064677782813045	18	4	24
