pVal	phase	peak.shape	period
Abhd17a	0.00488181771971738	20	16	24
Abhd17b	7.00027873837158e-06	20	12	24
Abhd17c	0.000483234212711161	12	8	24
Abhd2	0.338509964121194	24	12	24
Abhd3	0.0885796179884254	4	16	24
Abhd4	0.000238009477104634	12	12	24
Abhd5	0.080147212479597	4	8	24
Abhd6	0.00200503227774107	24	12	24
Abhd8	0.0582930920551009	24	12	24
Abi2	0.293658426382464	20	12	24
Abi3	0.885344365502988	20	4	24
Abi3bp	0.491313136447585	24	16	24
Abl1	0.0766928264961823	20	8	24
Ablim1	0.000713837916603128	8	12	24
Ablim2	0.886936270735144	4	20	24
Ablim3	4.90019511686011e-05	4	12	24
Abo	0.204414503050212	12	12	24
Abr	0.965975781581121	4	20	24
Abra	0.934062516783	24	4	24
Abraxas1	0.0101377522492757	12	8	24
Abraxas2	0.00142767583320626	4	16	24
Abtb1	0.0500360900726885	16	8	24
Acaa2	0.0103816042728868	16	20	24
Acaca	0.0233865365390806	24	8	24
Acacb	0.000907490680083443	4	12	24
Acad11	0.0224510750775174	16	16	24
Acad8	0.000132499703485318	12	8	24
Acad9	0.932232670834816	8	8	24
Acadl	0.00435876582117623	16	16	24
Acadm	0.868156695301513	16	8	24
Acads	0.573278172485062	20	12	24
Acadsb	0.0075233904768208	4	12	24
Acadvl	0.0372716169370137	16	20	24
Acan	0.462298581812637	12	4	24
Acap1	0.269294633931446	16	8	24
Acap3	0.677673291651841	16	12	24
Acat1	0.93016788782305	24	12	24
Acbd3	0.181439163971559	4	8	24
Acbd4	0.000238009477104634	4	12	24
Acbd5	0.00418441518832918	16	8	24
Acbd6	0.491313136447585	4	20	24
Accs	0.00162235890137074	12	16	24
Acd	0.370042688972525	12	16	24
Ace2	0.966271569085862	8	8	24
Acer1	0.948583248753201	12	12	24
Acer2	0.233505479992354	20	12	24
Acer3	0.237884585768051	4	8	24
Acin1	7.00027873837158e-06	8	12	24
Ackr1	0.790554842092803	8	12	24
Ackr2	0.0074836916925058	8	12	24
Ackr3	0.918825545155148	16	16	24
Ackr4	0.179529755954297	24	4	24
Acly	0.0413764571975032	4	12	24
Aco1	0.399309775434413	20	16	24
Aco2	0.00779551217969354	24	4	24
Acot11	0.0105601585929955	24	16	24
Acot12	0.00606213532260042	16	16	24
Acot13	0.0488326717009277	24	12	24
Acot2	0.000504244395872516	12	8	24
Acot3	0.0240558125349464	16	20	24
Acot4	0.00225307118070895	16	20	24
Acot5	0.0344045694803204	16	20	24
Acot6	0.00209220759416459	4	12	24
Acot7	0.0147542316881004	24	16	24
Acot8	0.123268626747814	16	20	24
Acox1	0.491889588216645	24	20	24
Acox2	0.0102900760771955	4	12	24
Acox3	0.63724263937602	20	8	24
Acp1	7.00027873837158e-06	20	12	24
Acp2	0.0037616952384104	4	16	24
Acp5	0.0919865263725956	20	16	24
Acp6	0.000248828089700299	12	12	24
Acp7	0.22545356688917	12	16	24
