"CycID" "filter_type" "ar_method" "period_number" "period" "amplitude" "phase" "mean" "R_square" "R2_adjust" "coef_var" "pvalue" "fdr_BH"
"1" "0610009B22Rik" "0" "default" "1" "24" "0.152224178255305" "22.4150648508337" "3.60850339077998" "0.352888771455288" "0.291259130641506" "0.0517728152771169" "0.0103580695937102" "0.0539987710623386"
"2" "0610010F05Rik" "0" "default" "1" "24" "0.1382665601617" "14.0064093621921" "1.38162798173017" "0.401830889823285" "0.344862403139788" "0.131392732388628" "0.00453577822132234" "0.0311924694270097"
"3" "0610012G03Rik" "0" "default" "1" "24" "0.0641525134753657" "12.235203903045" "1.90326411976909" "0.238854127796301" "0.166364044729282" "0.0502005899934631" "0.0569394034922326" "0.164208033199921"
"4" "0610040J01Rik" "0" "default" "1" "24" "0.155240603519337" "10.4825166583101" "2.05593264185919" "0.433452273732487" "0.379495347421296" "0.0817356933603084" "0.00256438518815028" "0.0208851320260239"
"5" "1110004F10Rik" "0" "default" "1" "24" "0.0416563420628078" "1.0934644917379" "3.13833050068185" "0.0543294110895898" "-0.0357344545209255" "0.0402672833232644" "0.556248387066366" "0.695275353781285"
"6" "1110006O24Rik" "0" "default" "1" "24" "0.0426926239039702" "17.9346117270284" "-1.98540766740527" "0.154632285763743" "0.0741210748840999" "-0.0402318926493207" "0.171387602574804" "0.333951494538549"
"7" "1110008L16Rik" "0" "default" "1" "24" "0.124461624956796" "3.14484118186832" "1.19553236874251" "0.242542801574703" "0.170404020772294" "0.16956143431391" "0.0541078180379857" "0.158801188918405"
"8" "1110008P14Rik" "0" "default" "1" "24" "0.092277626064466" "20.3221955587385" "2.53179919158935" "0.382143256910943" "0.323299757569128" "0.0418666328904229" "0.00637267548140508" "0.0393114036887443"
"9" "1110012L19Rik" "0" "default" "1" "24" "0.0456310433273839" "9.69653851226404" "1.88289949108256" "0.0548862562556063" "-0.0351245764819552" "0.074338225072988" "0.552818828262854" "0.692530440234268"
"10" "1110017D15Rik" "0" "default" "1" "24" "0.0557742308957296" "13.1115720821466" "-1.05283886244201" "0.0908277800326608" "0.00423994955958074" "-0.125439800729381" "0.36794647884209" "0.543098794418446"
"11" "1110038F14Rik" "0" "default" "1" "24" "0.015727853680279" "1.57849639698944" "-0.154048844447054" "0.00282888999611075" "-0.0921397871471168" "-1.71572049112893" "0.970692603443428" "0.981215429780835"
"12" "1110051M20Rik" "0" "default" "1" "24" "0.0406920491054771" "10.3912259617983" "-0.121817208457554" "0.0675451933048838" "-0.0212600263803655" "-0.911977753688158" "0.479834882168889" "0.637863147081536"
"13" "1110059G10Rik" "0" "default" "1" "24" "0.0666637150161927" "8.40984663622463" "2.84548807098711" "0.0871489091539325" "0.000210710025735472" "0.0585917335005518" "0.383883422565096" "0.556034655737017"
"14" "1300017J02Rik" "0" "default" "1" "24" "0.052240935524137" "5.22775650478776" "6.89262227783619" "0.150475546499205" "0.069568455689605" "0.0145937911412904" "0.180445803929063" "0.345429426503894"
"15" "1500002F19Rik" "0" "default" "1" "24" "0.0518728655419262" "19.4865520552888" "-2.15189907244563" "0.185741345182956" "0.108192901867047" "-0.041974130419098" "0.115612562121041" "0.260680296017796"
"16" "1500015O10Rik" "0" "default" "1" "24" "0.00955937974635606" "17.6052398010281" "-2.1611084106629" "0.0162964103212874" "-0.0773896458385901" "-0.0266558231756654" "0.841539857409606" "0.899263817069159"
