ID	Waveform	PeriodMean	PeriodStdDev	PhaseMean	PhaseStdDev	NadirMean	NadirStdDev	Mean	Std_Dev	Max	Min	Max_Amp	FC	IQR_FC	NumBoots	TauMean	TauStdDev	empP	GammaP	GammaBH
Cry1	cosine	24.0	0.0	20.0	5.69182430834e-08	4.0	-0.0	0.6596507338321063	0.7166088452386765	1.6259753836700002	-0.504694145225	2.1306695289	-3.22170447004	28.332248746399998	25	1.8399277054400003	0.100300587306	0.000999000999000999	4.458945631490897e-06	0.03207133430902639
Pcp4l1	cosine	24.0	0.0	16.0	-0.0	4.0	-0.0	0.5844413676418977	0.3973442231718408	1.26032001911	-0.188868709025	1.4491887281400002	-6.672995360750001	2.26415386002	25	1.82918883595	0.11051335301899999	0.000999000999000999	4.984664953221384e-06	0.03207133430902639
Tns2	cosine	24.0	0.0	4.0	-0.0	0.0	-0.0	1.8854706115880042	0.4042413903375821	2.4823257829	1.39122081051	1.09110497239	1.7842787889200002	1.5445465994299998	25	1.70573141146	0.209009390519	0.000999000999000999	1.7834267863492223e-05	0.04796695841471961
Tbc1d10a	cosine	24.0	0.0	8.0	-0.0	16.0	-0.0	0.40224331770274896	0.24666712751152264	0.824090985794	0.0802324722278	0.743858513566	10.2712899517	3.7312410069699995	25	1.65203706399	0.194247936918	0.000999000999000999	3.092137923728964e-05	0.04796695841471961
Ing4	cosine	24.0	0.0	20.0	5.69182430834e-08	12.0	-0.0	1.3075630958958837	0.1718119330263902	1.56062258632	0.9755743081799999	0.5850482781440001	1.5996962745299999	1.25952047984	25	1.64764951496	0.20348199312399998	0.000999000999000999	3.233977055983195e-05	0.04796695841471961
Rorc	cosine	24.0	0.0	20.0	1.0914239540100001	4.0	-0.0	3.6767946348174063	0.545441129519591	4.30115509001	2.8261206259700002	1.47503446404	1.5219290537299999	1.36432601484	25	1.6316857626899999	0.261202928035	0.000999000999000999	3.8066074093852545e-05	0.04796695841471961
Pik3ap1	cosine	24.0	0.0	8.0	-0.0	16.0	-0.0	2.5706284018094565	0.2539934917944429	2.940344885	2.2621069115	0.6782379735009999	1.29982578191	1.2533943035600001	25	1.62704755013	0.221292226187	0.000999000999000999	3.991064850311369e-05	0.04796695841471961
Lin54	cosine	24.0	0.0	7.86503687117	0.755848054419	16.0	-0.0	0.850993745862958	0.11184656011709486	1.0484349963500001	0.684025998372	0.364408997979	1.5327414438100002	1.2434044014899999	25	1.6046103504700002	0.200820519824	0.000999000999000999	5.016145092670134e-05	0.04796695841471961
Fmo2	cosine	24.0	0.0	12.0	-0.0	3.86503687117	0.755848054419	1.2156799816003327	0.5088280207440876	2.21013253229	0.499114203999	1.71101832829	4.42810986862	2.1371158106	25	1.57429324512	0.20833065638599998	0.000999000999000999	6.825920975847406e-05	0.04796695841471961
Slc25a35	cosine	24.0	0.0	20.0	5.69182430834e-08	8.0	-0.0	-1.182681213204208	0.2572119362649802	-0.754782252738	-1.60422918793	0.849446935195	0.470495274874	0.668792841343	25	1.5687982806	0.232308833336	0.000999000999000999	7.217147237373725e-05	0.04796695841471961
Jade1	cosine	24.0	0.0	8.0	-0.0	16.0	-0.0	1.0524566831330635	0.3320589437205483	1.65509609282	0.6895771180920001	0.9655189747290001	2.40016098185	1.88342281873	25	1.5678441082499999	0.243630728367	0.000999000999000999	7.287307180134869e-05	0.04796695841471961
Wee1	cosine	24.0	0.0	8.0	-0.0	4.0	-0.0	0.9508120875949204	0.8428391350129585	1.98625632384	-0.636992105393	2.62324842923	-3.1181804405699998	5.68926938487	25	1.5650859806	0.239188307675	0.000999000999000999	7.493928410465669e-05	0.04796695841471961
Slc44a1	cosine	24.0	0.0	20.5710078892	1.4511531409600003	11.4289921108	1.4511531409600003	2.6789048853583903	0.3038559475405261	3.06238437108	2.2300455024	0.832338868684	1.37323851365	1.2293583483	25	1.54928431305	0.23654731885000002	0.000999000999000999	8.794385395721071e-05	0.04796695841471961
Rcor1	cosine	24.0	0.0	0.0	-0.0	8.0	-0.0	1.8527886641433653	0.12352710115424105	2.10156223523	1.68105393036	0.42050830486900004	1.2501456361799999	1.1221316787	25	1.5456925456200001	0.29646383829399997	0.000999000999000999	9.11980125445353e-05	0.04796695841471961
Invs	cosine	24.0	0.0	16.134963128800003	0.755848054419	8.0	-0.0	0.9189508993090606	0.26027880922835955	1.26240319406	0.499007707889	0.763395486171	2.52982704295	1.6695958097999999	25	1.5366082512	0.257094146225	0.000999000999000999	9.996954332250244e-05	0.04796695841471961
Plpp2	cosine	24.0	0.0	12.0	-0.0	20.0	5.69182430834e-08	2.737404940011898	0.2510244282639819	3.1719619378900004	2.45111313956	0.720848798334	1.29409038151	1.21633597717	25	1.53307705811	0.293037582704	0.000999000999000999	0.00010359995372395401	0.04796695841471961
Fam210b	cosine	24.0	0.0	20.0	5.69182430834e-08	12.0	-0.0	2.8469667439236237	0.1163873470392368	2.9947251629799996	2.6596630117099997	0.33506215126899996	1.1259791747299999	1.07369017744	25	1.5245688906000001	0.268973590782	0.000999000999000999	0.00011289133569878485	0.04796695841471961
4932438A13Rik	cosine	24.0	0.0	20.0	5.69182430834e-08	12.0	-0.0	2.2952698129812314	0.21536170308670333	2.59593922853	1.90986713832	0.686072090203	1.3592250353100002	1.16347530021	25	1.5188428122100002	0.23296084413899998	0.000999000999000999	0.00011960355525883724	0.04796695841471961
