ID	Waveform	PeriodMean	PeriodStdDev	PhaseMean	PhaseStdDev	NadirMean	NadirStdDev	Mean	Std_Dev	Max	Min	Max_Amp	FC	IQR_FC	NumBoots	TauMean	TauStdDev	empP	GammaP	GammaBH
Trmt9b	cosine	24.0	0.0	0.0	-0.0	12.0	-0.0	-0.5469925206769404	0.34564818627636	0.070979488193	-1.0921784597600002	1.16315794795	-0.0649889105201	0.295133766307	25	1.8685511211	0.0	0.000999000999000999	2.3945716437760186e-06	0.005957849178039331
Slc37a4	cosine	24.0	0.0	12.0	-0.0	0.0	-0.0	4.348053398030772	0.2674501420178181	4.82506776136	3.8708572780900004	0.95421048327	1.24651140942	1.0987180661	25	1.8578122516099997	0.0526095013473	0.000999000999000999	2.6739162318865195e-06	0.005957849178039331
Chka	cosine	24.0	0.0	0.0	-0.0	8.0	-0.0	1.7861856299067196	0.9782846142782166	3.09105043579	0.126319284821	2.9647311509599996	24.470138824499998	2.14659004135	25	1.83633451262	0.08724298818839998	0.000999000999000999	3.3332103784200024e-06	0.005957849178039331
Rfxank	cosine	24.0	0.0	0.0	-0.0	8.0	-0.0	1.210742481801808	0.4652091113440251	1.87630264879	0.48889270300300003	1.38740994579	3.8378618401699995	1.71262488701	25	1.82918883595	0.11051335301899999	0.000999000999000999	3.586490738821783e-06	0.005957849178039331
Oasl1	cosine	24.0	0.0	16.0	-0.0	12.0	-0.0	0.9349158233217492	0.3260996104937353	1.30820372414	0.373143334342	0.935060389801	3.50590136214	1.76376335466	25	1.82559564313	0.09842336466530001	0.000999000999000999	3.720974070356061e-06	0.005957849178039331
Asap3	cosine	24.0	0.0	12.0	-0.0	0.0	-0.0	0.4734971207062165	0.16078917553892189	0.769313482905	0.219362668196	0.549950814709	3.50703922975	1.7434552857499999	25	1.81844996645	0.118893010481	0.000999000999000999	4.0034557083253205e-06	0.005957849178039331
Homer2	cosine	24.0	0.0	12.0	-0.0	0.0	-0.0	0.7643891232690233	0.4105366975002797	1.3025364738	0.12082779911699999	1.1817086746799998	10.7801059302	2.61054754855	25	1.80056542029	0.141492200885	0.000999000999000999	4.807140729330045e-06	0.005957849178039331
Tmie	cosine	24.0	0.0	20.0	5.69182430834e-08	8.0	-0.0	0.5967902838365909	0.4079040510087388	1.1457309861700002	-0.252346312183	1.39807729836	-4.54031198736	2.01257541406	25	1.7934197436200001	0.155276258268	0.000999000999000999	5.171268954877117e-06	0.005957849178039331
Fkbp5	cosine	24.0	0.0	12.0	-0.0	0.0	-0.0	1.1261168710616845	0.6267564307656052	2.27382537461	-0.185378854297	2.4592042289099996	-12.2658292567	2.03219723888	25	1.78268087412	0.158949123616	0.000999000999000999	5.770528187957848e-06	0.005957849178039331
Abcg5	cosine	24.0	0.0	8.13496312883	0.755848054419	20.0	5.69182430834e-08	3.497083987384816	0.4511151304146676	4.15988195924	2.9059978058300002	1.2538841534	1.4314814522200001	1.31111906336	25	1.7790876813	0.149681519452	0.000999000999000999	5.9860240599739796e-06	0.005957849178039331
Marveld1	cosine	24.0	0.0	12.0	-0.0	3.86503687117	0.755848054419	2.3349955274158782	0.376327449458536	2.85572827686	1.71840390465	1.1373243722	1.6618492713600002	1.25179799066	25	1.77553519745	0.17058693678	0.000999000999000999	6.206917034672538e-06	0.005957849178039331
Itga9	cosine	24.0	0.0	20.0	5.69182430834e-08	12.0	-0.0	1.1376746924379595	0.1410572556516255	1.33473689012	0.8860447129200001	0.448692177201	1.5063990232700002	1.2162496354	25	1.77549448848	0.13970851285299998	0.000999000999000999	6.209494573999721e-06	0.005957849178039331
Pgd	cosine	24.0	0.0	20.2751873536	1.0561309426999999	8.0	-0.0	2.2708151730806168	0.2391296154516063	2.59337609674	1.87947966616	0.713896430576	1.3798372727500001	1.19366033009	25	1.7576099423099998	0.154487815299	0.000999000999000999	7.450886372585812e-06	0.005957849178039331
Map2k3	cosine	24.0	0.0	11.8650368712	0.755848054419	0.275187353634	1.0561309426999999	2.6819122645184965	0.20242400188834286	3.06623967735	2.41752732102	0.648712356326	1.2683371355	1.14866142409	25	1.75219866431	0.167950876245	0.000999000999000999	7.872836546913867e-06	0.005957849178039331
Glo1	cosine	24.0	0.0	0.134963128829	0.755848054419	11.8650368712	0.755848054419	4.151363598705991	0.1591322977758348	4.39369844316	3.89947256566	0.49422587749799995	1.1267417244700002	1.05639207123	25	1.75046426564	0.165357995369	0.000999000999000999	8.01302501042576e-06	0.005957849178039331
Pmvk	cosine	24.0	0.0	20.0	5.69182430834e-08	8.13496312883	0.755848054419	1.392692657732616	0.3726351343878889	1.9480689837099998	0.739601288721	1.20846769499	2.63394482057	1.67293915641	25	1.7486461804599998	0.186311022134	0.000999000999000999	8.162633518395164e-06	0.005957849178039331
Ak4	cosine	24.0	0.0	11.7248126464	1.0561309426999999	0.275187353634	1.0561309426999999	2.4032450264944862	0.3563592098039249	2.8526199613300003	1.70030906213	1.1523108992	1.6777067327700002	1.22300609201	25	1.74781111528	0.180994710487	0.000999000999000999	8.23227465137542e-06	0.005957849178039331
Pigb	cosine	24.0	0.0	16.4205864519	1.27605004074	11.5794135481	1.27605004074	0.5286642605745492	0.2077963009380519	0.785895343246	0.124672675886	0.66122266736	6.30366949022	1.7779539141499998	25	1.7433185889700002	0.175265304036	0.000999000999000999	8.617160487996e-06	0.005957849178039331
