"CycID" "filter_type" "ar_method" "period_number" "period" "amplitude" "phase" "mean" "R_square" "R2_adjust" "coef_var" "pvalue" "fdr_BH"
"2" "sin_1" "0" "default" "1" "24" "9.65062838620014" "22.6907776412363" "0.626392132409461" "0.603767365719948" "0.554238286434941" "14.2874087565475" "0.000607577852137275" "0.00161316832573257"
"3" "sin_2" "0" "default" "1" "24" "13.7691559393359" "20.3620608699261" "0.187288827646734" "0.812554170809508" "0.789123442160697" "57.5408599389586" "1.52407469355964e-06" "1.33797459131333e-05"
"4" "sin_3" "0" "default" "1" "24" "167.540600393449" "21.9275172846556" "28.6867573035841" "0.784545044134345" "0.757613174651138" "4.7132506540924" "4.64356901863638e-06" "2.88095088578681e-05"
"5" "sin_4" "0" "default" "1" "24" "17.7736888483532" "8.98821853117164" "1.1004622198707" "0.796135185393412" "0.770652083567589" "12.7875790357951" "2.98358360950601e-06" "2.10442119808572e-05"
"6" "sin_5" "0" "default" "1" "24" "22.4918125306137" "5.38597735344513" "0.936378500822646" "0.720126428378946" "0.685142231926314" "19.8640111763668" "3.76439441853726e-05" "0.000144733794491122"
"7" "sin_6" "0" "default" "1" "24" "263.580494310392" "18.0140870594824" "-5.03230544950397" "0.702842468729331" "0.665697777320498" "-44.1095636040483" "6.07986495966273e-05" "0.000213396664187269"
"8" "sin_7" "0" "default" "1" "24" "38.5531746319859" "1.10641002186641" "0.302018397130387" "0.826219515888304" "0.804496955374342" "101.656755604253" "8.31779134680133e-07" "9.0950004786098e-06"
"9" "sin_8" "0" "default" "1" "24" "6.23504840576211" "11.6151813198328" "0.153363409364065" "0.882759052940703" "0.868103934558291" "31.3054857320138" "3.56972321702287e-08" "1.81791460126165e-06"
"10" "sin_9" "0" "default" "1" "24" "10.5074702339598" "7.33941828937612" "0.218329474232968" "0.817577242946181" "0.794774398314454" "37.2032837282962" "1.22639994204476e-06" "1.171153473265e-05"
"11" "sin_10" "0" "default" "1" "24" "13.2832358037678" "3.11164145296384" "-0.3888824497415" "0.724739095806938" "0.690331482782806" "-28.320903734396" "3.29576514985774e-05" "0.000129291785479441"
"12" "sin_11" "0" "default" "1" "24" "140.316267069563" "16.0633487826307" "4.18569876409367" "0.846391129816174" "0.827190021043196" "25.5970361038295" "3.09977633894398e-07" "5.11975070996754e-06"
"13" "sin_12" "0" "default" "1" "24" "32.7577045320096" "8.52307156703761" "-0.925739551639164" "0.80781038444328" "0.783786682498691" "-28.2389056994627" "1.86139843472155e-06" "1.52346598079889e-05"
"14" "sin_13" "0" "default" "1" "24" "28.6548023584697" "16.2517839566885" "-1.25110395616295" "0.797094354715137" "0.77173114905453" "-18.4510469295769" "2.87311521418587e-06" "2.05104490925798e-05"
"15" "sin_14" "0" "default" "1" "24" "25.6441409786318" "16.5753734020697" "1.47392895399735" "0.80856201481977" "0.784632266672241" "13.5171004236291" "1.80395175530812e-06" "1.48863235621825e-05"
"16" "sin_15" "0" "default" "1" "24" "9.9911377231927" "6.88994142889839" "-0.14293836478892" "0.728468673991115" "0.694527258240005" "-58.0064015926728" "2.95501387075348e-05" "0.000118761975075953"
"17" "sin_16" "0" "default" "1" "24" "300.088973933745" "1.13182176481071" "47.1059069679345" "0.731319861017992" "0.697734843645241" "5.3850960442069" "2.71571702064044e-05" "0.000110886738036544"
"18" "sin_17" "0" "default" "1" "24" "31.7256613947532" "7.30407845401879" "2.24490554594548" "0.672137280917048" "0.631154441031679" "11.9367393897825" "0.000133516915440612" "0.000422157536604408"
"19" "sin_18" "0" "default" "1" "24" "3.2102204232416" "6.60784851787912" "0.333069829387008" "0.600747444840276" "0.55084087544531" "8.76007102337997" "0.000645626925271703" "0.00170472783917156"
"20" "sin_19" "0" "default" "1" "24" "45.5149989496816" "14.5787344668452" "-1.37004499221501" "0.815541465179032" "0.792484148326411" "-26.1924121340036" "1.34026302733847e-06" "1.23268338634809e-05"
"21" "sin_20" "0" "default" "1" "24" "12.2373052032034" "6.87976072154875" "0.895832538094025" "0.7808095868835" "0.753410785243937" "10.7979891883303" "5.3281009109174e-06" "3.18181921933178e-05"
"22" "sin_21" "0" "default" "1" "24" "6.87934323109813" "6.59894456197054" "0.0747677666086446" "0.769647563422052" "0.740853508849809" "72.3147490463425" "7.92761376877671e-06" "4.28098927130799e-05"
"23" "sin_22" "0" "default" "1" "24" "16.1893135441052" "0.807775241091821" "3.1072765695678" "0.736871090914528" "0.703979977278844" "4.40960596743078" "2.29799204745085e-05" "9.72975847650474e-05"
"24" "sin_23" "0" "default" "1" "24" "7.69080615045547" "6.39485928429881" "-0.422110852639913" "0.77994477095016" "0.75243786731893" "-14.3151100662233" "5.49861792320527e-06" "3.26415527011646e-05"
"25" "sin_24" "0" "default" "1" "24" "9.50539783930852" "0.592712659677088" "1.64912908819443" "0.69063282186175" "0.651961924594468" "5.01979760560759" "8.39061680829589e-05" "0.00028190832281996"
"26" "sin_25" "0" "default" "1" "24" "9.14930066205687" "16.0696260651181" "-0.382053723470911" "0.731678487846744" "0.698138298827587" "-20.5379252111224" "2.68685322131201e-05" "0.000110034942049263"
"27" "sin_26" "0" "default" "1" "24" "4.17300669528518" "7.56307891820013" "-0.755294791020742" "0.826599475884167" "0.804924410369688" "-4.23730451492968" "8.17340928049859e-07" "9.026452561005e-06"
"28" "sin_27" "0" "default" "1" "24" "56.5085358242658" "23.9543936700184" "5.17822391624148" "0.817384161247728" "0.794557181403694" "8.81678496275551" "1.23682295982697e-06" "1.17792662840663e-05"
"29" "sin_28" "0" "default" "1" "24" "24.739358777432" "14.4074240165949" "-0.181259618776011" "0.803130806277962" "0.778522157062708" "-108.516831220672" "2.25643122586661e-06" "1.73208258789481e-05"
"30" "sin_29" "0" "default" "1" "24" "7.32582174301973" "22.0837907414667" "-1.67633488487412" "0.742150514407397" "0.709919328708322" "-3.7031825851576" "1.95402517463306e-05" "8.5328610245985e-05"
"31" "sin_30" "0" "default" "1" "24" "98.1709383736111" "5.07961888382848" "12.2419769357996" "0.748243111377556" "0.71677350029975" "6.79102732003557" "1.61380442192938e-05" "7.33850708607819e-05"
"32" "sin_31" "0" "default" "1" "24" "34.1200677327915" "12.7610611124235" "-1.57433917976999" "0.929199753211264" "0.920349722362672" "-16.3477505364167" "6.31361629643834e-10" "5.78748160506848e-07"
"33" "sin_32" "0" "default" "1" "24" "14.2672489535413" "13.4701226714173" "-0.785889672442687" "0.790312879172708" "0.764101989069296" "-14.7226236764865" "3.73743847559282e-06" "2.4529727465108e-05"
"34" "sin_33" "0" "default" "1" "24" "55.6328262792312" "14.7707367519137" "2.26863488638382" "0.69168234894369" "0.653142642561651" "21.0667470198454" "8.1655813326531e-05" "0.000275272432299063"
"35" "sin_34" "0" "default" "1" "24" "52.7837655864585" "3.50676454919537" "6.89276421693095" "0.740900207340826" "0.708512733258429" "6.24342004095304" "2.03112440089193e-05" "8.81355755811092e-05"
"36" "sin_35" "0" "default" "1" "24" "52.292080877735" "16.2245254471768" "2.34933116813885" "0.828378239919019" "0.806925519908897" "17.1475504763844" "7.52625299083043e-07" "8.51736449579575e-06"
