"CycID" "filter_type" "ar_method" "period_number" "period" "amplitude" "phase" "mean" "R_square" "R2_adjust" "coef_var" "pvalue" "fdr_BH"
"2" "sin_1" "0" "default" "1" "24" "11.1185649449477" "22.0040530595847" "0.196629656428162" "0.999407043181846" "0.999381262450622" "40.1995024844829" "0" "0"
"3" "sin_2" "0" "default" "1" "24" "15.3984143965511" "20.0040580316434" "0.157415719757373" "0.998182967175941" "0.998103965748808" "68.9347517584516" "0" "0"
"4" "sin_3" "0" "default" "1" "24" "182.215391960637" "21.0046829383577" "2.63272665429086" "0.998801500576202" "0.998749391905602" "48.9897948556624" "0" "0"
"5" "sin_4" "0" "default" "1" "24" "21.3636106312746" "8.0040580316434" "-0.218397041249347" "0.998182967175941" "0.998103965748808" "-68.9347517584565" "0" "0"
"6" "sin_5" "0" "default" "1" "24" "22.8429952402282" "5.99999999999999" "2.94785515546209e-15" "0.997551020408163" "0.997444543034605" "5436499751274688" "0" "0"
"7" "sin_6" "0" "default" "1" "24" "242.368457870067" "18" "-4.07007059454098e-14" "0.997551020408163" "0.997444543034605" "-4177790145447036" "0" "0"
"8" "sin_7" "0" "default" "1" "24" "34.3145922511653" "0.997661013334857" "0.676546593126042" "0.999842329785464" "0.999835474558745" "36.1722683999215" "0" "0"
"9" "sin_8" "0" "default" "1" "24" "6.12471432591776" "12" "-0.124994169916691" "1" "1" "-34.9857113690712" "0" "0"
"10" "sin_9" "0" "default" "1" "24" "9.87773363629954" "7.00234395873131" "-0.0522938777231023" "0.997721690201193" "0.997622633253419" "-132.678434565698" "0" "0"
"11" "sin_10" "0" "default" "1" "24" "12.3953395919911" "3.99594196835658" "0.126715728857591" "0.998182967175941" "0.998103965748808" "68.9347517584564" "0" "0"
"12" "sin_11" "0" "default" "1" "24" "103.051753549452" "15.9959419683566" "-1.05348288073604" "0.998182967175941" "0.998103965748808" "-68.9347517584532" "0" "0"
"13" "sin_12" "0" "default" "1" "24" "30.1503456436316" "8.0040580316434" "-0.308222537606763" "0.998182967175941" "0.998103965748808" "-68.9347517584565" "0" "0"
"14" "sin_13" "0" "default" "1" "24" "31.7361927746039" "15.9959419683566" "-0.324434418980931" "0.998182967175941" "0.998103965748808" "-68.9347517584562" "0" "0"
"15" "sin_14" "0" "default" "1" "24" "22.3603962721128" "16.9976560412687" "-0.118378554387914" "0.997721690201193" "0.997622633253419" "-132.678434565694" "0" "0"
"16" "sin_15" "0" "default" "1" "24" "11.1466584800531" "5.99999999999998" "1.5505350023501e-15" "0.997551020408163" "0.997444543034605" "5043541330510108" "0" "0"
"17" "sin_16" "0" "default" "1" "24" "278.389786078656" "0.997661013334859" "5.48873377116136" "0.999842329785464" "0.999835474558745" "36.1722683999214" "0" "0"
"18" "sin_17" "0" "default" "1" "24" "35.9124237861785" "7.0023439587313" "-0.190124573850944" "0.997721690201193" "0.997622633253419" "-132.678434565702" "0" "0"
"19" "sin_18" "0" "default" "1" "24" "3.77985936202329" "5.99999999999999" "4.68856130633139e-16" "0.997551020408163" "0.997444543034605" "5655988344152988" "0" "0"
"20" "sin_19" "0" "default" "1" "24" "47.2295022222795" "13.9959469404153" "-0.835244551902341" "0.999407043181846" "0.999381262450622" "-40.1995024844829" "0" "0"
"21" "sin_20" "0" "default" "1" "24" "12.0679006187659" "7.00234395873131" "-0.0638888780127816" "0.997721690201193" "0.997622633253419" "-132.678434565699" "0" "0"
"22" "sin_21" "0" "default" "1" "24" "7.1301169597347" "5.99999999999998" "9.91679492931105e-16" "0.997551020408163" "0.997444543034605" "5044263733195155" "0" "0"
"23" "sin_22" "0" "default" "1" "24" "15.6215765325863" "0.997661013334859" "0.307995044936605" "0.999842329785464" "0.999835474558745" "36.1722683999215" "0" "0"
"24" "sin_23" "0" "default" "1" "24" "7.3763459423052" "5.99999999999998" "1.0259238446974e-15" "0.997551020408163" "0.997444543034605" "5044273386846239" "0" "0"
"25" "sin_24" "0" "default" "1" "24" "9.5313072313088" "0.997661013334859" "0.187919279010539" "0.999842329785464" "0.999835474558745" "36.1722683999214" "0" "0"
"26" "sin_25" "0" "default" "1" "24" "10.4519034120361" "16.9976560412687" "-0.0553335997028835" "0.997721690201193" "0.997622633253419" "-132.678434565694" "0" "0"
"27" "sin_26" "0" "default" "1" "24" "4.52355927162544" "7.00234395873131" "-0.0239482521126384" "0.997721690201193" "0.997622633253419" "-132.678434565696" "0" "0"
"28" "sin_27" "0" "default" "1" "24" "57.2709738964681" "2.28097379882917e-14" "1.16879538564223" "1" "1" "34.9857113690711" "0" "0"
"29" "sin_28" "0" "default" "1" "24" "23.5357772372406" "13.9959469404153" "-0.416225638366331" "0.999407043181846" "0.999381262450622" "-40.1995024844829" "0" "0"
"30" "sin_29" "0" "default" "1" "24" "6.75339988989724" "22.0040530595847" "0.119432562263881" "0.999407043181846" "0.999381262450622" "40.1995024844832" "0" "0"
"31" "sin_30" "0" "default" "1" "24" "108.100840817048" "4.99765604126866" "0.572298500809661" "0.997721690201193" "0.997622633253419" "132.678434565694" "0" "0"
"32" "sin_31" "0" "default" "1" "24" "32.8242179428405" "13.9959469404153" "-0.580489903920253" "0.999407043181846" "0.999381262450622" "-40.1995024844831" "0" "0"
"33" "sin_32" "0" "default" "1" "24" "14.4206141291832" "13.9959469404153" "-0.255025753390311" "0.999407043181846" "0.999381262450622" "-40.1995024844828" "0" "0"
"34" "sin_33" "0" "default" "1" "24" "62.1614030930818" "14.9953170616422" "-0.898134789988692" "0.998801500576202" "0.998749391905602" "-48.9897948556625" "0" "0"
"35" "sin_34" "0" "default" "1" "24" "60.6017776427289" "3.99594196835657" "0.619523036627888" "0.998182967175941" "0.998103965748808" "68.9347517584551" "0" "0"
"36" "sin_35" "0" "default" "1" "24" "55.8523522398364" "15.9959419683566" "-0.570970361074633" "0.998182967175941" "0.998103965748808" "-68.9347517584558" "0" "0"
"37" "sin_36" "0" "default" "1" "24" "46.3320998433846" "4.99765604126866" "0.245287558166255" "0.997721690201193" "0.997622633253419" "132.678434565693" "0" "0"
"38" "sin_37" "0" "default" "1" "24" "38.645241412576" "16.9976560412687" "-0.204592430148404" "0.997721690201193" "0.997622633253419" "-132.678434565689" "0" "0"
"39" "sin_38" "0" "default" "1" "24" "18.4494412518115" "1.99594694041529" "0.326274776699824" "0.999407043181846" "0.999381262450622" "40.1995024844823" "0" "0"
"40" "sin_39" "0" "default" "1" "24" "14.2528663147158" "2.99531706164224" "0.205931566170349" "0.998801500576202" "0.998749391905602" "48.9897948556604" "0" "0"
"41" "sin_40" "0" "default" "1" "24" "13.2083564272021" "5.99999999999998" "1.77089076795854e-15" "0.997551020408163" "0.997444543034605" "5232743773517687" "0" "0"
"42" "sin_41" "0" "default" "1" "24" "9.83027485714135" "1.55301617684308e-14" "0.200617854227378" "1" "1" "34.9857113690712" "0" "0"
"43" "sin_42" "0" "default" "1" "24" "15.7867047668718" "23.0023389866651" "0.311250713647953" "0.999842329785464" "0.999835474558745" "36.1722683999216" "0" "0"
"44" "sin_43" "0" "default" "1" "24" "6.12315498148866" "1.55300985777385e-14" "0.124962346560995" "1" "1" "34.9857113690712" "0" "0"
"45" "sin_44" "0" "default" "1" "24" "604.270741382178" "8.0040580316434" "-6.17737068462686" "0.998182967175941" "0.998103965748808" "-68.9347517584557" "0" "0"
"46" "sin_45" "0" "default" "1" "24" "100.575663699301" "23.0023389866651" "1.98295005603168" "0.999842329785464" "0.999835474558745" "36.1722683999217" "0" "0"
"47" "sin_46" "0" "default" "1" "24" "6.83420973531871" "22.0040530595847" "0.120861668647658" "0.999407043181846" "0.999381262450622" "40.1995024844824" "0" "0"
"48" "sin_47" "0" "default" "1" "24" "12.9479954581277" "12.9976610133349" "-0.255282713280976" "0.999842329785464" "0.999835474558745" "-36.1722683999211" "0" "0"
"49" "sin_48" "0" "default" "1" "24" "12.160087346413" "1.9959469404153" "0.21504877732878" "0.999407043181846" "0.999381262450622" "40.1995024844827" "0" "0"
"50" "sin_49" "0" "default" "1" "24" "52.7316604157971" "11.0023389866651" "-1.03965755859959" "0.999842329785464" "0.999835474558745" "-36.1722683999216" "0" "0"
"51" "sin_50" "0" "default" "1" "24" "18.0005024380728" "3.99594196835657" "0.184016482107278" "0.998182967175941" "0.998103965748808" "68.9347517584558" "0" "0"
"52" "sin_51" "0" "default" "1" "24" "26.4820115471576" "14.9953170616423" "-0.382623536405198" "0.998801500576202" "0.998749391905602" "-48.9897948556636" "0" "0"
"53" "sin_52" "0" "default" "1" "24" "19.1157155132565" "15.9959419683566" "-0.195417140927848" "0.998182967175941" "0.998103965748808" "-68.9347517584566" "0" "0"
"54" "sin_53" "0" "default" "1" "24" "18.8391032864856" "1.99594694041529" "0.333165873921491" "0.999407043181846" "0.999381262450622" "40.1995024844823" "0" "0"
"55" "sin_54" "0" "default" "1" "24" "131.010646931466" "22.0040530595847" "2.3168977851113" "0.999407043181846" "0.999381262450622" "40.1995024844826" "0" "0"
